,cX,cY,topoSig
8910,8,13,00000000111000000000000000001101000000001111100000000000111111110000000001111111000000001100000000000000
8911,11,14,0001111011100000000000111100000000000000000000000111101000000000001111110000000000000000111111111110000000000001111111111000000000001100000000000000000000
8912,16,18,000000000000000011110000000000000000000000000000000000000000011100000000000000000011111111111110000000000000000000000000011100000000000000000000111111111100000000000000000000001111100000011111000000000000000011111111000000000000000000000000100111011111111100000000000000000000000000000011
8913,16,18,111111111000000000000000000000001111000000000000000000000000000000000000000000110000000000000000001111111111111000000000000000000000000000111000000000000000000011111111111000000000000000000000111110000000111100000000000000001111111100000000000000000000000010011101111111110000000000000000
8914,13,18,000000000000000000000111110000000000000000000000000100000000000001111111111000000000000000000001110000000000000000000111110000000000000000000000000001111111000000000000011100000000000000000000000101111111110000000000000000000000001111
8915,13,18,111100000000000000000000000000000001111000000000000000000000000010000000000000111111111100000000000000000000011100000000000000000011111100000000000000000000000000011111100000000000001110000000000000000000000010111111111000000000000000
8916,12,19,000000000000111111000000000000000000111100000011000000000000110000000000000000000000000111111111000000000000111111100000000000000000000000000001000000000000011111110000000000000000000000000111000000000000000001111111000000000000
8917,14,16,10000000001111000000000000001111111100000000000000000000000000000111010000000000000011111111111111000000000000001100000111111100000000000000000000000000010000000000000011110011111111000000000000001110011111100000000000000000
8918,11,14,0000000000011100000000000000000000000111000000000000000111110000000000000000011000000000000000000000000000001100000000000011111111100000000000000000011000
8919,10,14,00000001110000000000111000000000000000000000110000000000000011111000000000000000110000000000000000000000000011000000000001111111100000000000
8920,11,16,00000000000111111110000000000000000001111111000000000000000011111100000000000110000011100000000000000000011111000000000000111111111100000000000000111111110000000000011111111100
8921,12,16,011111111100000000000000111111111000000000000000000001111111000000000000000000111111000000000000111000001110000000000000000000011111000000000000001111111111000000000000000011111111000000000000
8922,8,18,000000001100000000000000111111110000000000000001000000001111100000000000011100000000000011111111000000001111111100000000111111110000000011100011
8923,8,18,111000110000000011000000000000001111111100000000000000010000000011111000000000000111000000000000111111110000000011111111000000001111111100000000
8924,14,16,00000000000000000011111111110000000000000000000111111111000000000000000111111111110000000000000000000000011111110000000000000000011111000000000000000000001111110000000100000000000000111111111000000000000000000000111111110111
8925,12,20,111111111111000000000000111100001111000000000000000000000011000000000000000001111111000000000000111000000000000000000000111111000000000000000000001111100000000000000000000000000001000000000000000000000111000000000000100000000000000000000000
8926,12,16,000000000000111100111111000000000000100000000011000000000000000000000111000000000000111111100000000000000000111111000000000000000000000001111110000000000000001111110000000000000000111000000000
8927,12,16,111000000000000000000000111100111111000000000000100000000011000000000000000000000111000000000000111111100000000000000000111111000000000000000000000001111110000000000000001111110000000000000000
8928,14,20,0000000000000001111111111111000000000000000000111111100000000000000000000000000111000000000000000011111100000000000000000000001111100011000000000000000000110000000000000000000000000000011111111111000000000000001111111111111100000000000000111111100000000000000000000000000000000001
8929,16,20,11111100011110000000000000000000011111111111111100000000000000000000111111111100000000000000000000000000000111100000000000000000111111100000000000000000000000001111100000110000000000000000000011000000000000000000000000000000000111111111111100000000000000001111111111111111000000000000000011111111000000000000000000000000
8930,13,18,000000000000011111111111110000000000000011111110000000000000000000000001110011000000000000011100000000000000000000000110001100000000000000000001111111111110000000000000011111111111000000000000000111100000000000000000000000000000000111
8931,15,18,111000111100000000000000000000111111111111111000000000000000011111111110000000000000000000000000001111011000000000000000111100000000000000000000000000110000011000000000000000000000111111111111110000000000000000111111111111100000000000000000111110000000000000000000000000
8932,9,14,000000000000011111000000000000000011000000000111111110000000000000000111000000000001110000000000000111000000000000000011111111
8933,14,18,111000000000000000000000000000000111111111000000000000000000001111100000000000000000100000000000000000000000000011111111100001000000000000000000000111111100000000000000001111111100000000000000000011111111000000000000000000001111000000001100000000000000
8934,12,14,100111110011000000000000000001111111000000000000000000000111000000000000111111111110000000000000000000011111000000000000001111000000000000000000111100000000000000000000
8935,16,20,00000000000000001100111111000011000000000000000000000111111000000000000000000000000111111111111100000000000000000000000000001111000000000000000000000000011111100000000000000000100000011111111100000000000000000000001111111111000000000000000011111111000000000000000000000000111111111111111100000000000000001111111111111000
8936,11,18,000000000001111100010000000000000110000000000000000000000011111111000000000001111111111100000000000111111000000000000000010000000000000000000000000000000100000000000111101111110000000000011111110000
8937,11,18,111111000000000000000011111000100000000000001100000000000000000000000111111110000000000011111111111000000000001111111000000000000000100000000000000000000000000000001000000000001111011111100000000000
8938,10,16,0000000000011111111100000000000000011111000000000000000000010000000000111000001100000000000000111111000000000011111100000000000000001111111100000000001111111000
8939,10,16,1100000000000000000001111111110000000000000000111100000000000000000001000000000011110000110000000000000001111100000000001111111000000000000000011111110000000000
8940,11,18,000000000001000000000000000000000000000111110000000000011111000000000000000000000000011100000000000111100000010000000000000000111111000000000001111111110000000000000000111111110000000000000111110000
8941,11,18,011000000000000000000011000000000000000000000000000111100000000000111111000000000000000000000000111000000000001111100000100000000000000000111110000000000011111111100000000000000000111111100000000000
8942,13,20,00000000000000000111111111000000000000000000000001110000000000000111111111111100000000000001111110011110000000000000011111110011110000000000000000111111111100000000000000111111111111000000000000000000000000110000000000000111110000000000000000000000011111111111
8943,14,20,1111111111100100000000000000000111111111110000000000000000000000011111000000000000001111111111111100000000000000111110011111000000000000000011111100111111000000000000000011111111111100000000000000011111111111110000000000000000000000001111000000000000001111000000000000000000000000
8944,13,20,00000000000010000000000000111111111111000000000000001111111111100000000000000010111111110000000000000000000111111111100000000000001111100111111000000000000011110000000000000000000000111111110000000000000000000000000001111000000000000011111100000000000000000000
8945,14,17,0000000000000000011111111100000000000000000111100011100000000000000000000000000011110000000000000000000001111110000000000000000000111111111100000000000000001111111111110000000000000011111100000000000000000000000000000001111100000000000000
8946,14,18,111111111111110000000000000000011111111100000000000000000111100011100000000000000000000000000011110000000000000000000001111110000000000000000000111111111100000000000000001111111111110000000000000011111100000000000000000000000000000001111100000000000000
8947,12,19,000000000000111111100000000000000000000111000001000000000000000000000111000000000000000001111111000000000000001111110000000000000000111111111100000000000000111111111111000000000000100000000000000000000000000011111111000000000000
8948,13,20,11111111110000000000000000111111100000000000000000000001110000001000000000000000000000011110000000000000000001111111100000000000000011111100000000000000000011111111111000000000000000111111111111100000000000001000000000000000000000000000001111111110000000000000
8949,13,20,00000000000000000111111111000000000000011111110000000000000000000111111111111000000000000001111111110000000000000000011111000000000000000000000111111110000000000000000000011111111111000000000000010000000001110000000000000000111000000000000000000000000000000011
8950,13,20,01111111111110000000000000000001111111100000000000001111111100000000000000000011111111111100000000000000111111111100000000000000001111110000000000000000000011111111100000000000000000000111111111100000000000001100000000011000000000000000001110000000000000000000
8951,15,20,000000000000000111111100000111000000000000000001111111111111000000000000000000111111111111000000000000000111111111110000000000000000000100000111111111000000000000000000000001111111000000000000000111111111111110000000000000000111111111100000000000000000000111101111000000000000000000000000000000000011
8952,15,20,000000011111111000000000000000111111110000011000000000000000001111111111111000000000000000000111111111111000000000000000111111111111000000000000000000100000111111111000000000000000000000000111111000000000000000111111111111110000000000000000111111111110000000000000000000111101111100000000000000000000
8953,15,20,000000000000000111111111111110000000000000000111111111111100000000000000000101111111111000000000000000000000111111111111000000000000000111110011111111000000000000000111100000000000000000000000000111111111100000000000000000000000000000001111000000000000000111111000000000000000000000000111111110111111
8954,16,18,111000000000000000000000000000001100000000000000000000000000000011111110111111110000000000000000000001111011111100000000000000000000111111111000000000000000000011111100000000010000000000000000011111111111000000000000000000000000000000011111000000000000000000000000000000110000000000000000
8955,15,16,000000000000000000000000000001000000000000000111111110000000000000000000000000000011001111000000000000000111110000000000000000000000000110000000000011000000000000000100111111100111000000000000000111111000000000000000000000000000011111111111
8956,16,16,1111110111111111000000000000000000000000000000010000000000000000111111111000000000000000000000000000000011001111000000000000000011110000000000000000000000000000110000000000001100000000000000001001111111100111000000000000000011111000000000000000000000000000
8957,13,18,000000000000011111111000000000000000000111100000000000000000000000000011111111000000000000011111111100000000000000000100000111110000000000000000011111111000000000000000011100000000000000000000000111111111111000000000000000000000111111
8958,13,18,000000001111100000000000001111111000000000000000000011110000000000000000000000000001111111100000000000001111111110000000000000000010000011111000000000000000001111111100000000000000001110000000000000000000000011111111111100000000000000
8959,14,18,000000000000001111110000000000000000000000110000000000010000000000000000011111111100000000000000001111111000000000000000000000000011111000000000000000000011111111000000000000000000001000000000000000000000000000111111111100000000000000000000000111111000
8960,13,18,000000111111100000000000001111100000000000000000000011000000000010000000000000000111111110000000000000001111111000000000000000000000001111100000000000000000111111110000000000000000001000000000000000000000000011111111110000000000000000
8961,10,16,0000000000001111111100000000001110000001000000000000001111110000000000111111110000000000001000000000000000000000000111110000000000000000011100000000001110001111
8962,11,16,00000111110000000000000011111111100000000000111000000110000000000000001111111000000000001111111100000000000000100000000000000000000000000011111000000000000000000111100000000000
8963,15,18,000000000000000000000000001111000000000000000001111111111111000000000000000111111000000000000000000000000011100000000000000000000000000111000000000000000000000000000111111111011111000000000000000000000011111011000000000000000000001111111110000000000000000111111110000000
8964,13,18,000111111100000000000000001111000000000000000000000011000000011110000000000000000000001111100000000000000000011111111000000000000000000011111110000000000000111111100000000000000000001111111111101000000000000010000000000000000000000000
8965,13,18,000000000000000000011111110000000000000111111111110000000000000001111100000000000000000000000001111100000000000000000111111100000000000000000001111111111000000000000000011011111111110000000000000000000001111000000000000001000000000000
8966,12,17,000000000000000001111111000000000000111111111100000000000000111100000000000000000000000111110000000000000000111111000000000000000000111111111000000000000000101111111111000000000000000000011110000000000000
8967,10,16,0000000000111111111100000000001111111000000000000010000000000000000000111011111100000000001111111110000000000000111111000000000000111110000000000000001111110000
8968,10,16,0011111111000000000011111111110000000000111111100000000000001000000000000000000011110111110000000000111111111000000000000001111100000000000011111100000000000000
8969,15,20,000000000000000101111111111111000000000000000000000001111110000000000000000000000000111111000000000000000000000000111111000000000000000111111100001111000000000000000000111111111111000000000000000000000000000111000000000000000000010111111111000000000000000000000000011111000000000000000000000000000011
8970,15,20,100000000000000000000000000000110111111111111000000000000000000000000111110000000000000000000000000011111000000000000000000000000011111000000000000000111111110000111000000000000000000011111111111000000000000000000000000000011000000000000000000001011111111000000000000000000000000001111000000000000000
8971,14,20,0000000000000011111111000000000000000000001111111110011100000000000000111110000000000000000000000011111111111111000000000000000000000000111000000000000000111111011111000000000000000011101111111111000000000000001100000000000000000000000000100000000000000000000000000011111111111111
8972,15,20,000000000000111000000000000000111111110000000000000000000000111111111001111000000000000000111110000000000000000000000000111111111111111000000000000000000000000011110000000000000000111111011111100000000000000000111011111111111000000000000000110000000000000000000000000000100000000000000000000000000000
8973,8,16,00000000000000110000000011111111000000001111111000000000000011110000000010000000000000001100000000000000111110000000000000011111
8974,16,18,000111110000000000000000000000000000000000001111000000000000000000111111111111110000000000000000111111100000000000000000000000000111100000000000000000000000000011110000000000000000000000000000111111111101111100000000000000000000000001111011000000000000000000000011111111100000000000000000
8975,13,16,0000000000000001111110000000000000000000000000000001000000000000000000111111110000000000000000000011110000000000000001000000000000000000000000011100011111110000000000000111111111100000000000000000000111110000
8976,12,16,000011111111000000000000001111110000000000000000000000000001000000000000000001111111000000000000000000011100000000000000100000000000000000000000111000111111000000000000111111111000000000000000
8977,12,16,000000000000111100000000000000000000000000001111000000000000011111111111000000000000000111100001000000000000000000000111000000000000001111111100000000000000111111000000000000000000111110000000
8978,11,16,11111111111000000000001111000000000000000000000000011110000000000001111111111000000000000001110000100000000000000000001110000000000000111111100000000000001111100000000000000000
8979,9,18,000000000001111111000000000111111111000000000100011111000000000111000011000000000000000111000000000111110000000000000111111111000000000111111100000000000000000001
8980,9,18,111111100000000000001111111000000000111111111000000000100011111000000000111000001000000000000000111000000000111110000000000000111111111000000000111111110000000000
8981,16,18,000000000000000011100000000000000000000000000000111111101111111100000000000000000000011110111111000000000000000000001111111110000000000000000000111111000000000100000000000000000111111111110000000000000000000000000000000111110000000000000000000000000000001100000000000000001100000000000000
8982,13,18,111111111111100000000000000000001111111000000000000000111111111000000000000000000000000000100000000000001111000000000000000000000000011000100000000000000000100000000000000000000000000000000000111000000000000000000001111110000000000000
8983,16,20,00000000000000000000000000000111000000000000000000111111111000000000000000000000111111111000000000000000000000000000011000000000000000000000000011111100000000000000000000000000111100001111111100000000000000000110000000000000000000000000000000000000000000010000000000000000000000000000110000000000000000001111111111000000
8984,17,20,0000011111111100000000000000000000000000000000011110000000000000000000111111111000000000000000000000001111111111000000000000000000000000000000110000000000000000000000000011111110000000000000000000000000001111000001111111100000000000000000011000000000000000000000000000000000000000000000001000000000000000000000000000001110000000000000000000
8985,13,18,000000000000000000000011110000000000000111100000000000000000000000000001111110000000000000010000111111110000000000000111000000011100000000000000000000111111000000000000011011111111110000000000000111111111110000000000000001111111100000
8986,12,17,000000000000000000001111000000000000111100000000000000000000000000111110000000000000100001111111000000000000111000000111000000000000000000011111000000000000110111111111000000000000111111111100000000000000
8987,15,18,000000000000000000111111111100000000000000000011111111110000000000000000000000000011000000000000000000000111111110000000000000000000000111111000011111000000000000000001100000000000000000000000000000000000000001000000000000000111111111111000000000000000000000001111111111
8988,15,18,000000000000001000000000000000000111111111000000000000000000011111111100000000000000000000000000110000000000000000000000111111100000000000000000000000111110000111111000000000000000001100000000000000000000000000000000000000011000000000000000111111111110000000000000000000
8989,11,16,00000000000000000001110000000000000001111111000000000001111110000000000000000000001100000000000000011100000000000000000001000000000000000000000110000000110000000000000000000001
8990,11,16,00011111111000000000000000000001100000000000000001111110000000000011111110000000000000000000001100000000000000111100000000000000000010000000000000000000001100000000100000000000
8991,15,18,000000000000000000000111111111000000000000000001111111111100000000000000000000000000000001000000000000000111100000000000000000000000000000110000100000000000000000000100000000000000000000000000000000000000000111000000000000000000000011111111000000000000000000000001110000
8992,12,20,111111111111000000000000111111111111000000000000110000000111000000000000000000011111000000000000000000001111000000000000111111000000000000000000111111111110000000000000011100000000000000000000000001111100000000000000000111111111000000000000
8993,11,18,000000000001111111111100000000000111000111110000000000001111111110000000000000000000111000000000000111110000000000000000011110000000000000000000000000001100000000000110000000000000000000000000000111
8994,11,18,111111110000000000000011111111111000000000001110001111100000000000011111111100000000000000000001110000000000001111100000000000000000111100000000000000000000000000011000000000001100000000000000000000
8995,13,20,00000000000000111111111111000000000000000000000111110000000000000110111111111100000000000001111111110000000000000000011111101111110000000000000000000000000100000000000001111100000000000000000000000001111111000000000000000111111111100000000000000001111111111111
8996,14,20,1111110000000000000000000000011111111111110000000000000000000000011111000000000000001101111111111100000000000000111111111100000000000000000011111110111111000000000000000000000000000100000000000000111110000000000000000000000000001111111100000000000000001111111111100000000000000000
8997,9,16,000000000111111011000000000100000000000000000000000001000000000111100000000000000110001111000000000111111111000000000000111111000000000111111111
8998,11,16,01111111110000000000001111111011100000000000110000000000000000000000000000011000000000001111100000000000000000111000111110000000000011111111111000000000000000111111100000000000
8999,9,20,000000000100000000000000000000000011000000000111111111000000000011111111000000000000011111000000000000000111000000000111110000000000000110000000000000000111111110000000000111000000
9000,8,20,1111111100000000100000000000000000000011000000001111111100000000011111110000000000011111000000000000011100000000111100000000000011000000000000001111111000000000
9001,12,20,000000000000011111111000000000000000000000011111000000000000000000111111000000000000111111111111000000000000111111110000000000000000000001111111000000000000000111111111000000000000110000000000000000000000000011111110000000000000000000000011
9002,8,16,00000011000000000000011100000000111111110000000011111110000000000001111100000000100000000000000011000000000000001111000000000000
9003,11,18,000000000001000111111100000000000111000001110000000000000000011111000000000001111100000000000000000111111111110000000000011111111000000000000000000000001100000000000000000011110000000000011000000001
9004,9,18,111111111000000000100111111000000000110000011000000000000001111000000000111100000000000000111111111000000000111111100000000000000000001000000000000000111000000000
9005,18,20,000000000000000000111000000000000001000000000000000000000000111111111111000000000000000000111111111111111111000000000000000000111110000111110000000000000000000000100000011111111111000000000000000000111111111111000111000000000000000000111111111111100000000000000000000000000011111101111111000000000000000000000000000000000011000000000000000000110000001111111111
9006,18,20,000000011111111100000000000000000000110000000000000001000000000000000000000001111111111111000000000000000000111111111111111111000000000000000000111100001111100000000000000000000000100000111111111111000000000000000000111111111110001111000000000000000000111111111111000000000000000000000000000111111011111111000000000000000000000000000000000111000000000000000000
9007,13,18,000000000000011100000000000000000000000111100000000000000000000000000000000111000000000000011111100000000000000000000100000001111100000000000000011111001111000000000000011111111111000000000000000000000000000100000000000001111100000000
9008,14,18,001111100000000000000000000011110000000000000000000000001111100000000000000000000000000000000001110000000000000011111100000000000000000000001000000001111100000000000000000111110011110000000000000011111111111100000000000000000000000000000100000000000000
9009,14,18,000000000000000000000011111100000000000000001100000000010000000000000000000001111111000000000000000000001111111100000000000000100000000000110000000000000000000000001111000000000000000001111110000000000000000000000000000001110000000000000011111000000000
9010,14,18,111110000000000000000000000000000000111111000000000000000011000000000100000000000000000000011111110000000000000000000011111111000000000000001000000000001100000000000000000000000011110000000000000000011111100000000000000000000000000000011100000000000000
9011,12,16,000000000111000000000000000111111111000000000000000011111111000000000000011111111100000000000000000000111111000000000000001111100000000000000000111110000001000000000000111111110000000000000000
9012,14,20,0000000000110100000000000000011111111000000000000000000000000001111111000000000000000000001111111100000000000000111111111111110000000000000011111111000000000000000000000000011111111100000000000000000111111111110000000000000011000000000000000000000000000000111111100000000000000000
9013,14,16,00000000000000111111110000000000000000000011111111100000000000000000000000000000001100000000000000000001100000000000000000000010000000000111000000000000000000000000111100000000000000110100000000000000000000000000000011111110
9014,12,16,111111110000000000000000111111100000000000000000111111110000000000000000000000000001000000000000000001000000000000000000100000000011000000000000000000000111000000000000110100000000000000000000
9015,15,18,000000000000000111111110000000000000000000000111111111000000000000000000000000000000000111000000000000000000001100000000000000000000000100000000001111000000000000000000000000011111000000000000000110100000000000000000000000000000000000000001000000000000000000000111111100
9016,13,18,111111110000000000000000001111111000000000000000000011111111000000000000000000000000000001100000000000000000010000000000000000000010000000001110000000000000000000000111100000000000001101000000000000000000000000000000000010000000000000
9017,9,14,000000000100000000000000000001100000000000000111000000000000000000001111000000000111111100000000000111111110000000000111111000
9018,8,13,00000000100000000000000000110000000000001110000000000000000001110000000011111100000000001111111000000000
9019,13,20,00000000000001111111111111000000000000011000000001110000000000000000000001111100000000000000000000001111000000000000011111100000000000000000000111111111111000000000000000111000000000000000000000000000111111000000000000000000111111111100000000000000000000111111
9020,10,17,00000000001111111000000000000011000000000000000000000111111100000000000000000011000000000000000111110000000000111111000100000000001111000000000000000010000000000000000000
9021,13,18,000000000011000000000000001101111111111000000000000011110000000000000000000000100000000000000000000000000000000111111000000000000011111000000000000000000000000000111000000000000000000000000011111000000000000000000000000110000000000000
9022,10,19,0000000000111111111000000000000000001111000000000000000000110000000000000111100000000000001111000000000000000000000111110000000000100000000000000000001111111111000000000000111111110000000000
9023,12,20,001100000000000000000000111111111110000000000000000000001111000000000000000000000011000000000000000001111000000000000000111111000000000000000000000000011111000000000000100000000000000000000000111111111111000000000000000111111111000000000000
9024,15,18,000000000000000000000111111111000000000000000000000000000011000000000000000001111111111111000000000000000111000000001111000000000000000111111100011111000000000000000011111111111000000000000000000000000000111111000000000000000000000001111110000000000000000111101111111111
9025,14,18,111100000000000000000000000000000111111111000000000000000000000000001100000000000000001111111111110000000000000011100000001111000000000000001111110001111100000000000000011111111110000000000000000000000000111111000000000000000000000111111000000000000000
9026,10,18,000000000011111111110000000000111100011100000000000111111111000000000000000011110000000000000111111100000000001100000000000000000000000000010000000000000000001100000000001111100000
9027,10,18,000000001100000000001111111111000000000011110011110000000000011111111100000000000000011111000000000000011111110000000000110000000000000000000000000001000000000000000001110000000000
9028,12,18,000000000000111111110000000000000000000111111111000000000000111111000000000000000000111111100000000000000000001111111111000000000000000000000001000000000000100011111111000000000000111111111011000000000000000001111111
9029,12,18,111111111100000000000000111111100000000000000000000111111111000000000000111110000000000000000000111111000000000000000000001111111111000000000000000000000001000000000000100011111111000000000000111111110111000000000000
9030,12,18,000000000000110111111111000000000000111100000000000000000000100000000000000000000000000000001111000000000000111111000000000000000000000000011100000000000000000000000111000000000000000000000001000000000000111110000000
9031,11,18,111110000000000000000011111111000000000000001100000000000000000000000111111110000000000000000000011000000000000000001111100000000000111111100010000000000011110000000000000000001000000000000000000000
9032,11,18,000000000001111111111000000000000111111000000000000000011111111111000000000001111000111100000000000110001111110000000000000011111111000000000000000000001100000000000111111111110000000000001111111000
9033,10,18,000000001100000000001111111110000000000011111000000000000000111111111100000000001110001111000000000010001111110000000000001111111100000000000000000111000000000011111111110000000000
9034,15,18,000000000000000111111111111111000000000000000111111111100000000000000000000111110001111111000000000000000111111111111101000000000000000111111100111111000000000000000011111000000000000000000000000110111111111111000000000000000111111111110111000000000000000111100000000000
9035,15,18,000111111111111000000000000000111111111111111000000000000000111111111100000000000000000000111110001111111000000000000000111111111111101000000000000000111111100111111000000000000000011111000000000000000000000000110011111111111000000000000000111111111110111000000000000000
9036,18,20,000000000000000000011111111111111110000000000000000000001110111111111111000000000000000000000000011111111111000000000000000000000111111111101111000000000000000000111111111011111111000000000000000000000000001111111111000000000000000000111111111111111000000000000000000000000001111111000000000000000000000000000011111111111111000000000000000000000000000001111100
9037,17,20,1111110000000000000000000000000000011111111111111100000000000000000000111001111111111000000000000000000000000011111111100000000000000000000111111111101110000000000000000011111111110111111000000000000000000000000001111111100000000000000000111111111111111000000000000000000000000111111100000000000000000000000000111111111111100000000000000000
9038,13,18,000000000000000000000011110000000000000000011111111100000000000001000000000011000000000000000000011111100000000000000111000000011100000000000000011111111111000000000000000000000111110000000000000000000011111100000000000000000011111111
9039,12,18,000000111111000000000000011000001111000000000000000001111111000000000000111100000000000000000000111111111000000000000000111111100000000000000000111111111110000000000000111111111111000000000000110000000011000000000000
9040,15,20,000000000000000000000000000111000000000000000110000001111111000000000000000000111111111110000000000000000011111000000000000000000000000111111111100000000000000000000111111111111000000000000000000111101111000000000000000000000000000011111111000000000000000000000011110000000000000000000111111111111100
9041,15,20,111111111111110000000000000000000000000000111000000000000000110000001111111000000000000000000111111111100000000000000000011111000000000000000000000000111111111100000000000000000000111111111111000000000000000000111101111000000000000000000000000000011111111000000000000000000000011110000000000000000000
9042,11,16,00000000000111100000000000000000011111111111000000000001110000000000000000000001111011110000000000011111111011000000000001000000000000000000000000001111110000000000000000000001
9043,13,16,0011111111101000000000000011111000000000000000000000111111111111100000000000001111000000000000000000000000011110111110000000000000111111111011100000000000001000000000000000000000000000000011111110000000000000
9044,13,14,00000000000000000000111111000000000000011111111111000000000000000000000000111100000000000001101111111111000000000000011110111000000000000000000100000111111000000000000000000000000111
9045,13,14,11111110000000000000000000000000001111100000000000001111111111100000000000000000000000001110000000000000110111111111100000000000001111011110000000000000000010000011111100000000000000
9046,15,20,000000000000000000001111111111000000000000000111011111111000000000000000000001111111111100000000000000000000000111111110000000000000000111111100000000000000000000000111111111100000000000000000000011111111000000000000000000000111111111111111000000000000000111111111110000000000000000000111111110000000
9047,15,20,111111111111110000000000000000000001111111111000000000000000111011111110000000000000000000001111111111000000000000000000000000111111100000000000000000111111100000000000000000000000111111111000000000000000000000011111110000000000000000000000111111111111111000000000000000111111111100000000000000000000
9048,13,18,000000000000000110000011110000000000000000000011111100000000000001111110000000000000000000011111111110000000000000000111111110000000000000000001111111111110000000000000011111111111110000000000000111000000001100000000000000111100000000
9049,13,18,000000111111100000000000000000000001111000000000000000001111111110000000000000100000000001100000000000000000011111110000000000000011100000001110000000000000001111111111100000000000000000000011111000000000000000000001111110000000000000
9050,17,20,0000000000000000011111111111111000000000000000000001100000001111111100000000000000000000000000011100110000000000000000010000000000000001000000000000000001111111100011111100000000000000000000000111111111110000000000000000011100000000000000000000000000000000000100111111111100000000000000000000000000000011110000000000000000000000000000011111
9051,17,20,1111100000000000000000000000000000111111111111110000000000000000000011000000001111111000000000000000000000000000011001100000000000000000100000000000000010000000000000000011111111100011111000000000000000000000000111111111100000000000000000111000000000000000000000000000000000001100111111111000000000000000000000000000000111100000000000000000
9052,12,18,000000000000111111111100000000000000011111111110000000000000001111111111000000000000000111111111000000000000111100000111000000000000111111000000000000000000111111110000000000000000111111100000000000000000111110000000
9053,13,18,100000000001100000000000001111111111000000000000000000111111111100000000000000000111111111100000000000000000111111111000000000000011111000011110000000000000111111000000000000000000001111111100000000000000000011111110000000000000000000
9054,12,18,000000000000000000000111000000000000111001111111000000000000001111111110000000000000111111111100000000000000000000001111000000000000111100000000000000000000000000111111000000000000000000011111000000000000100000000000
9055,11,17,0000000000000000000111000000000001100111111100000000000011111111100000000000011111111100000000000000000000111100000000000111000000000000000000000000111111000000000000000001111100000000000
9056,11,18,000000000000111111100000000000000111111000000000000000011100000001000000000001100000000000000000000111110000000000000000011110000000000000000001111111111100000000000000000011110000000000000000000011
9057,11,18,000000000110000000000001111111000000000000001111110000000000000000111000000010000000000011000000000000000000001111100000000000000000111100000000000000000011111111111000000000000000000111100000000000
9058,6,13,000000110000000000111111000000011111000000111100000000111000000000000001000000
9059,9,16,011111110000000000001111111000000000000000011000000000111100000000000000111111000000000000000001111000000000111111111000000000000111111000000000
9060,15,18,000000000000000111100000000000000000000000000000000001110000000000000000000101110000000000000000000000000111000000000000000000000000000000000111111110000000000000000000000000000111000000000000000111111111100000000000000000000111111100000000000000000000000111111111000011
9061,14,18,000000000000110000000000000011110000000000000000000000000000000011000000000000000000101110000000000000000000000011100000000000000000000000000000001111111000000000000000000000000001110000000000000011111111100000000000000000001111111000000000000000000000
9062,14,16,00000000000000000011100000110000000000000010000000000000000000000000000011111111000000000000000000000000001111110000000000000000000000000111000000000000001111110000000000000000000000111000000000010000000000000011111000011111
9063,13,16,0000000011111000000000000000001100000110000000000000100000000000000000000000000011111110000000000000000000000001111110000000000000000000000011100000000000001111100000000000000000000011100000000010000000000000
9064,12,16,000000000000110000000011000000000000000000000001000000000000100000000000000000000000111111111000000000000000000000111111000000000000111000000000000000000000000010011111000000000000111111110000
9065,11,16,11111111111000000000001100000001100000000000000000000010000000000010000000000000000000001111111100000000000000000000111110000000000011100000000000000000000000100111100000000000
9066,14,20,0000000000000000000011111111000000000000001111111111111100000000000000000001111111000000000000000000011111111111000000000000000000000111111100000000000000110000001111100000000000000011111111101111000000000000001000000000000000000000000000000011111111110000000000000011111111111000
9067,14,20,0000000000111100000000000000000000111111110000000000000011111111111111000000000000000000011111110000000000000000000111111111110000000000000000000001111111000000000000001100000011111000000000000000111111111001110000000000000010000000000000000000000000000000111111111100000000000000
9068,9,16,000000000001111111000000000000000011000000000111100000000000000111111000000000000000001111000000000111111111000000000000111111000000000100000001
9069,7,14,00011110000000110000000000001111111000000001111110000000111110000000001111000000000000000010000000
9070,14,18,000000000000000000111111000000000000000000111111000000110000000000000011111000000000000000000000001110000000000000000000000000001111111001110000000000000000000001111111000000000000000000000000111100000000000000111110000000000000000000000001111111000001
9071,12,18,000000011111000000000000000111111000000000000000111110000001000000000000111100000000000000000000110000000000000000000000011111110011000000000000000000111111000000000000000000000111000000000000111100000000000000000000
9072,11,16,00000000000111111110000000000000000000001111000000000001111100000000000000000111111111010000000000011111111111000000000000001111111100000000000000000111110000000000001001111111
9073,9,16,111110000000000000111111000000000000000011111000000000110000000000000000111111101000000000111111111000000000011111111000000000000111111000000000
9074,10,18,000000000000000000110000000000000011111100000000001000000000000000000011111111110000000000000000111100000000001101111111000000000011111110000000000000111111111000000000001111100000
9075,10,18,011111111100000000000000000011000000000000000111110000000000110000000000000000001111111111000000000000000011110000000000111011111100000000001111111000000000000011111111100000000000
9076,10,18,000000000011000000000000000000111111000000000000000000000011000000000011111111100000000000000011111100000000000000000111000000000011100000000000000000111110000000000000000111111111
9077,12,20,000000000011000000000000000000001111000000000000111110000000000000000000000100000000000000000000111111111000000000000000111111000000000000000000111111111110000000000000111111100000000000000000011111111111000000000000110000000000000000000000
